,playerName,Pos,School,Conf,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,dummy,SOS,NBAGP,NBATRB,NBAAST,NBASTL,NBABLK,NBAPTS
1169,Felton Spencer,C,Louisville,,134,40,18.4,3.1,4.9,.628,3.1,4.9,.628,0.0,0.0,,2.6,3.9,.676,,,5.2,0.7,0.4,1.0,1.5,2.9,8.7,,8.33,81,7.9,0.3,0.6,1.5,7.1
1170,Lionel Simmons,SF,La Salle,,131,131,38.5,9.5,18.9,.501,9.1,17.9,.506,0.4,1.0,.415,5.1,7.1,.722,3.5,7.4,10.9,2.7,1.8,1.9,2.9,2.2,24.6,,-0.92,79,8.8,4.0,1.4,1.1,18.0
1171,Bo Kimble,SG,Loyola Marymount,,76,59,28.4,9.7,19.8,.488,7.0,13.3,.528,2.6,6.4,.407,4.5,5.4,.833,,,5.3,1.5,2.3,0.4,1.8,2.9,26.4,,,62,1.9,1.2,0.5,0.1,6.9
1172,Willie Burton,SF,Minnesota,,118,99,28.4,5.5,10.7,.511,4.8,8.9,.538,0.7,1.8,.378,3.6,4.8,.749,,,6.0,1.7,0.9,0.7,2.4,3.0,15.3,,8.85,76,3.4,1.4,0.9,0.3,12.0
1173,Rumeal Robinson,PG,Michigan,,100,98,29.9,5.2,9.8,.528,4.3,7.7,.560,0.9,2.1,.411,3.3,5.0,.666,,,3.2,5.8,1.5,0.3,3.3,2.9,14.5,,10.46,47,1.5,2.8,0.7,0.2,5.6
1174,Tyrone Hill,PF,Xavier,,126,92,30.9,6.0,10.3,.579,6.0,10.3,.580,0.0,0.0,.000,4.0,5.7,.692,,,10.9,1.0,0.8,0.5,2.7,3.3,15.9,,0.50,74,5.2,0.3,0.4,0.4,5.3
1175,Alec Kessler,C,Georgia,,123,0,28.1,5.0,10.0,.499,4.9,9.7,.502,0.1,0.3,.417,4.5,5.9,.763,,,7.3,0.9,0.6,0.4,2.2,2.7,14.5,,6.91,78,4.3,0.4,0.2,0.3,6.2
1176,Loy Vaught,PF,Michigan,,134,73,22.0,4.6,7.5,.617,4.6,7.4,.619,0.0,0.0,.333,1.6,2.1,.752,,,7.4,0.7,0.5,0.6,1.3,2.7,10.8,,10.03,73,4.8,0.5,0.3,0.3,5.5
1177,Travis Mays,PG,Texas,,124,26,35.0,6.1,13.8,.442,4.1,8.5,.488,2.0,5.4,.370,4.2,5.6,.746,,,4.8,2.3,1.3,0.2,3.0,2.9,18.4,,3.72,64,2.8,4.0,1.3,0.2,14.3
1178,Dave Jamerson,SG,Ohio,,115,33,32.4,7.5,15.4,.488,5.2,10.4,.503,2.7,6.6,.419,3.2,3.8,.846,,,4.5,2.4,1.1,0.1,2.1,2.3,20.3,,-0.79,37,0.8,0.7,0.2,0.0,3.1
1179,Terry Mills,PF,Michigan,,102,101,27.9,5.9,10.4,.562,5.9,10.4,.564,0.0,0.0,.000,2.0,2.7,.755,,,6.7,2.2,0.8,1.1,2.1,2.6,13.8,,10.46,55,4.2,0.6,0.6,0.5,5.7
1180,Jerrod Mustaf,PF,Maryland,,59,58,32.1,6.7,12.7,.525,6.4,12.1,.532,0.2,0.6,.389,3.1,4.0,.756,,,7.7,1.5,0.6,0.8,2.8,2.2,16.6,,7.74,62,2.7,0.6,0.2,0.2,4.3
1181,Duane Causwell,C,Temple,,75,30,25.3,2.8,5.5,.504,2.8,5.5,.505,0.0,0.0,.000,1.7,2.7,.624,,,6.0,0.4,0.6,2.7,0.9,2.7,7.2,,3.00,76,5.1,0.9,0.6,1.9,6.9
1182,Dee Brown,PG,Jacksonville,,108,29,29.0,5.4,11.3,.482,4.6,9.1,.510,0.8,2.2,.366,2.3,3.0,.763,,,5.3,3.1,1.9,0.3,2.3,2.2,13.9,,1.43,82,2.2,4.2,1.0,0.2,8.7
1183,Gerald Glass,SF,Ole Miss,,60,60,36.3,10.2,19.9,.511,8.7,16.0,.544,1.5,3.9,.377,4.3,5.8,.736,,,8.1,3.0,2.7,1.0,3.0,3.3,26.1,,6.23,51,2.0,0.8,0.5,0.2,6.9
1184,Jayson Williams,PF,St. John's (NY),,72,13,28.8,5.7,10.3,.550,5.7,10.3,.551,0.0,0.1,.250,3.5,5.4,.652,,,6.8,0.5,0.4,0.8,2.2,3.3,14.9,,8.17,52,2.1,0.3,0.2,0.1,3.5
1185,Tate George,PG,UConn,,128,62,31.5,3.5,7.7,.448,3.2,6.8,.465,0.3,0.9,.322,2.5,3.3,.773,,,3.3,5.3,1.6,0.2,2.3,2.5,9.7,,6.27,56,0.8,1.9,0.4,0.1,3.4
1186,Anthony Bonner,PF,Saint Louis,,133,98,32.5,5.8,10.8,.539,5.8,10.7,.541,0.0,0.1,.333,3.2,5.0,.634,,,10.7,2.0,1.4,0.5,2.4,2.5,14.8,,0.52,34,4.7,1.4,1.1,0.1,7.4
1187,Dwayne Schintzius,C,Florida,,110,65,31.6,6.3,12.8,.494,6.3,12.6,.499,0.0,0.2,.158,2.1,2.9,.729,,,7.5,2.3,0.6,2.5,2.6,3.1,14.8,,8.63,42,2.9,0.4,0.0,0.7,3.8
1188,Alaa Abdelnaby,PF,Duke,,134,57,14.8,3.3,5.6,.599,3.3,5.6,.599,0.0,0.0,,1.8,2.5,.728,,,3.7,0.4,0.4,0.5,1.0,2.1,8.5,,8.14,43,2.1,0.3,0.1,0.3,3.1
1189,Lance Blanks,SG,Texas,,66,,37.2,6.7,15.7,.426,4.3,9.2,.473,2.4,6.5,.361,4.2,5.7,.745,,,4.9,3.7,3.0,0.3,2.9,2.8,20.0,,,38,0.5,0.7,0.2,0.1,1.7
1190,Elden Campbell,PF,Clemson,,123,85,26.0,6.1,10.9,.562,6.1,10.8,.564,0.0,0.1,.300,3.0,4.7,.641,,,6.8,0.9,1.1,2.7,2.2,2.9,15.3,,6.10,52,1.8,0.2,0.2,0.7,2.8
1191,Les Jepsen,C,Iowa,,102,30,16.1,2.2,3.7,.585,2.2,3.7,.589,0.0,0.0,.250,1.6,2.6,.600,,,5.0,0.7,0.3,0.6,1.3,1.6,5.9,,9.74,21,1.8,0.0,0.0,0.1,1.3
1192,Carl Herrera,PF,Houston,,33,,31.0,5.7,10.1,.565,5.6,9.8,.569,0.1,0.2,.375,5.2,6.5,.804,,,9.2,1.6,1.5,2.0,2.0,2.8,16.7,,4.40,43,2.3,0.6,0.4,0.6,4.4
1193,Negele Knight,PG,Dayton,,122,28,33.3,5.2,11.0,.469,5.0,10.0,.499,1.0,2.4,.425,3.7,5.0,.746,,,3.1,5.4,1.3,0.1,2.9,2.5,14.8,,3.21,64,1.1,3.0,0.3,0.1,5.3
1194,Brian Oliver,SG,Georgia Tech,,127,113,34.8,5.4,10.4,.516,4.5,8.2,.551,0.8,2.1,.385,3.0,4.1,.742,,,4.8,4.2,1.1,0.1,2.5,2.6,14.6,,8.74,73,1.1,1.2,0.5,0.1,3.8
1195,Walter Palmer,C,Dartmouth,,87,,18.7,4.0,7.2,.548,4.0,7.1,.554,0.0,0.1,.111,2.4,3.2,.768,,,5.3,0.3,0.4,2.6,1.7,3.6,10.4,,-7.85,28,0.8,0.2,0.1,0.1,1.4
1196,Kevin Pritchard,PG,Kansas,,139,129,28.6,4.3,8.9,.487,3.2,6.1,.522,1.1,2.7,.406,2.3,3.0,.774,,,2.4,3.6,1.4,0.2,2.1,2.6,12.2,,8.84,62,1.0,1.3,0.5,0.1,3.9
1197,Greg Foster,PF,UTEP,,58,54,27.0,4.3,9.2,.471,4.3,9.1,.473,0.0,0.1,.000,2.2,3.0,.734,,,6.7,0.8,0.3,1.0,2.0,3.1,10.8,,,54,2.8,0.7,0.2,0.4,4.4
1198,Trevor Wilson,PF,UCLA,,126,93,29.8,5.6,11.2,.498,5.6,11.2,.501,0.0,0.1,.167,3.0,5.2,.587,,,7.9,2.4,0.8,0.3,2.7,2.8,14.3,,8.06,25,1.6,0.4,0.2,0.0,2.2
1199,Jud Buechler,SF,Arizona,,131,74,22.4,3.4,6.1,.547,3.0,5.3,.572,0.3,0.8,.381,1.7,2.3,.743,,,4.9,2.0,0.9,0.3,1.5,1.7,8.7,,8.60,74,1.9,0.7,0.4,0.2,3.1
1200,Steve Scheffler,C,Purdue,,110,60,22.2,3.7,5.4,.685,3.7,5.4,.685,0.0,0.0,,3.1,4.1,.750,,,4.9,0.7,0.3,0.2,1.1,2.0,10.5,,10.20,39,1.2,0.2,0.2,0.1,1.5
1201,Bimbo Coles,PG,Virginia Tech,,115,74,33.2,7.6,17.6,.429,6.3,13.6,.460,1.3,4.0,.324,5.2,6.9,.748,,,3.9,4.8,1.9,0.2,3.0,2.9,21.6,,5.00,82,1.9,2.8,0.8,0.1,4.9
1202,Steve Bardo,SG,Illinois,,129,90,26.3,2.4,5.6,.439,2.0,4.5,.436,0.5,1.0,.455,1.7,2.4,.701,,,4.3,3.8,1.0,0.3,2.0,2.5,7.0,,10.20,1,1.0,0.0,0.0,0.0,0.0
1203,Marcus Liberty,SF,Illinois,,65,53,26.2,5.0,10.0,.495,4.8,9.5,.499,0.2,0.5,.424,2.5,3.2,.769,,,5.3,1.2,1.1,0.6,1.6,2.3,12.6,,11.16,76,2.9,0.8,0.6,0.3,6.7
1204,Tony Massenburg,PF,Maryland,,112,83,26.2,4.7,8.9,.523,6.0,11.3,.527,0.0,0.0,.000,2.7,4.3,.643,,,6.4,0.5,0.5,0.9,1.7,2.7,12.1,,8.82,35,1.7,0.1,0.1,0.3,2.3
1205,Steve Henson,PG,Kansas State,,127,22,35.2,4.1,9.4,.442,2.3,5.2,.438,1.9,4.2,.447,2.8,3.2,.900,,,2.4,4.6,1.5,0.1,2.3,2.4,13.0,,9.13,68,0.8,1.9,0.5,0.0,3.1
1206,Antonio Davis,PF,UTEP,,122,93,25.8,3.3,6.1,.538,3.3,6.1,.540,0.0,0.0,.000,2.6,4.3,.600,,,6.1,0.5,0.4,0.9,1.4,2.0,9.2,,3.61,81,6.2,0.7,0.6,1.0,7.7
1207,Derek Strong,PF,Xavier,,96,62,27.4,4.4,7.7,.573,4.4,7.7,.573,0.0,0.0,,4.7,5.8,.802,,,8.4,0.7,0.8,0.6,2.2,3.2,13.4,,0.72,1,5.0,1.0,0.0,0.0,3.0
1208,Cedric Ceballos,SF,Cal State Fullerton,,58,57,35.5,8.4,18.2,.463,7.6,15.5,.490,0.8,2.7,.305,4.5,6.7,.671,,,10.7,1.6,1.6,0.4,3.3,2.5,22.1,,3.93,63,2.4,0.6,0.3,0.1,8.2
1209,Miloš Babić,PF,Tennessee Tech,,80,,26.8,4.8,10.3,.468,4.8,10.2,.469,0.0,0.1,.286,2.6,3.8,.667,,,7.5,0.9,0.8,1.4,3.0,3.2,12.2,,-3.31,12,0.8,0.3,0.1,0.1,1.6
1210,Tony Smith,SG,Marquette,,114,52,32.4,5.4,10.4,.521,4.9,9.3,.531,0.5,1.1,.430,3.6,4.5,.785,,,4.1,4.1,1.7,0.5,2.9,2.6,14.8,,3.03,64,1.1,2.1,0.4,0.2,3.7
1211,Sean Higgins,SF,Michigan,,72,35,24.1,4.8,9.9,.490,3.4,6.6,.510,1.4,3.2,.448,1.4,1.8,.785,,,3.3,1.7,0.3,0.3,1.8,2.2,12.5,,10.46,50,1.3,0.7,0.2,0.0,4.5
1212,Pervis Ellison,C,Louisville,,136,100,31.9,6.3,10.9,.577,6.7,11.4,.585,0.0,0.0,.333,3.1,4.6,.687,,,8.4,2.4,1.3,2.8,2.3,3.0,15.8,,9.27,34,5.8,1.9,0.5,1.7,8.0
1213,Danny Ferry,PF,Duke,,143,124,30.1,5.7,11.7,.484,5.9,11.6,.510,1.0,2.7,.388,3.0,3.9,.775,,,7.0,3.5,1.2,0.5,2.8,2.8,15.1,,8.31,81,3.5,1.8,0.5,0.3,8.6
1214,Sean Elliott,SF,Arizona,,133,95,33.8,6.7,13.2,.512,5.6,10.3,.548,1.4,3.2,.428,4.7,5.9,.793,,,6.1,3.4,0.8,0.3,2.8,1.8,19.2,,7.38,81,3.7,1.9,0.6,0.2,10.0
1215,Glen Rice,SF,Michigan,,134,101,29.8,7.5,13.1,.569,7.5,12.6,.591,1.3,2.8,.480,2.3,2.8,.797,,,6.4,2.0,0.8,0.3,1.8,1.9,18.2,,9.85,77,4.6,1.8,0.9,0.4,13.6
1216,J.R. Reid,C,UNC,,96,80,29.0,6.1,10.1,.601,6.1,10.1,.601,0.0,0.0,,4.0,6.0,.668,,,7.6,1.7,1.1,0.9,3.0,3.2,16.2,,10.61,82,8.4,1.2,1.1,0.7,11.1
1217,Stacey King,PF,Oklahoma,,114,24,26.5,6.6,12.9,.516,7.3,14.0,.523,0.0,0.0,.000,4.3,6.3,.690,,,7.2,1.1,0.7,2.0,1.9,1.6,17.6,,8.56,82,4.7,1.1,0.5,0.7,8.9
1218,George McCloud,SF,Florida State,,117,32,24.3,4.5,9.8,.460,3.1,6.6,.476,2.3,5.2,.436,2.7,3.5,.778,,,3.4,2.6,0.9,0.1,2.4,2.0,13.5,,5.19,44,1.0,1.0,0.4,0.1,2.7
1219,Randy White,PF,Louisiana Tech,,127,60,27.7,5.8,9.7,.592,6.4,10.3,.618,0.2,0.6,.426,3.6,5.3,.689,,,8.3,0.6,0.9,0.5,2.2,3.5,15.3,,1.68,55,3.1,0.4,0.4,0.1,4.3
1220,Tom Hammonds,PF,Georgia Tech,,123,122,35.7,6.9,12.2,.566,7.7,13.8,.557,0.0,0.0,.333,3.0,3.8,.801,,,7.2,1.4,0.5,0.6,2.1,2.3,16.9,,9.08,61,2.8,0.8,0.2,0.2,5.3
1221,Pooh Richardson,PG,UCLA,,122,115,35.2,4.9,9.6,.513,4.5,8.6,.526,0.6,1.2,.464,1.7,2.7,.624,,,4.6,6.8,1.5,0.2,3.0,2.5,12.0,,7.32,82,2.6,6.8,1.6,0.3,11.4
1222,Nick Anderson,SG,Illinois,,69,57,29.5,7.0,12.7,.553,6.7,11.7,.570,0.4,1.0,.361,2.6,3.9,.657,,,7.3,1.8,1.4,0.9,1.7,2.0,17.0,,11.12,81,3.9,1.5,0.9,0.4,11.5
1223,Mookie Blaylock,PG,Oklahoma,,74,,36.6,6.9,15.2,.457,4.6,9.1,.509,2.3,6.0,.379,1.9,2.9,.668,,,4.4,6.3,3.8,0.3,2.7,2.3,18.1,,8.93,50,2.8,4.2,1.6,0.3,10.1
1224,Michael Smith,PF,BYU,,122,85,31.8,7.3,14.3,.507,7.2,13.6,.532,1.2,2.9,.430,3.5,4.0,.878,,,7.6,2.6,0.6,0.2,2.9,2.6,19.0,,4.66,65,1.5,1.2,0.1,0.0,5.0
1225,Tim Hardaway,PG,UTEP,,124,92,28.8,4.6,9.4,.486,4.8,9.4,.512,0.7,2.0,.352,3.0,4.2,.718,,,2.6,4.5,2.1,0.2,2.0,2.4,12.8,,2.63,79,3.9,8.7,2.1,0.2,14.7
1226,Todd Lichti,SG,Stanford,,124,53,33.1,6.6,12.3,.538,5.5,10.0,.555,1.2,2.5,.477,4.7,5.6,.840,,,5.3,2.5,1.3,0.2,2.4,2.2,18.8,,6.05,79,1.9,1.5,0.7,0.2,8.0
1227,Dana Barros,PG,Boston College,,119,57,37.3,6.9,14.6,.473,4.1,8.1,.508,3.2,7.4,.432,3.4,4.0,.841,,,3.2,3.7,1.5,0.1,2.2,1.8,19.7,,6.23,81,1.6,2.5,0.7,0.0,9.7
1228,B.J. Armstrong,PG,Iowa,,130,103,25.1,4.5,9.1,.492,4.1,8.0,.511,1.3,3.0,.443,3.1,3.7,.831,,,2.0,4.0,1.4,0.1,2.0,1.2,13.1,,9.18,81,1.3,2.5,0.6,0.1,5.6
1229,Kenny Payne,SF,Louisville,,128,38,20.7,3.5,7.4,.469,3.3,6.6,.498,0.9,2.3,.401,0.8,1.0,.782,,,3.7,1.1,0.4,0.3,1.4,1.8,8.5,,9.27,35,0.7,0.3,0.2,0.2,3.3
1230,Jeff Sanders,PF,Georgia Southern,,119,60,32.2,6.4,11.9,.541,7.3,13.4,.540,0.0,0.0,,2.8,4.0,.691,,,7.5,1.5,0.7,0.8,2.8,3.0,15.6,,-5.63,31,1.3,0.3,0.1,0.1,0.9
1231,Blue Edwards,SF,East Carolina,,57,55,32.7,8.2,14.7,.555,7.7,13.8,.561,0.5,1.0,.473,3.8,5.1,.750,,,6.3,2.5,1.5,0.5,2.9,3.6,20.6,,-2.19,82,3.1,1.8,0.9,0.4,8.9
1232,Byron Irvin,SG,Missouri,,66,51,29.9,5.4,10.4,.525,4.3,7.3,.592,1.1,3.1,.368,4.6,5.8,.791,,,4.1,2.9,1.5,0.2,2.0,2.1,16.6,,,50,1.5,0.9,0.6,0.0,5.2
1233,Roy Marble,SG,Iowa,,134,131,29.6,5.9,10.9,.539,5.9,10.6,.558,0.3,0.7,.342,3.9,5.3,.730,,,5.0,2.1,1.4,0.1,2.3,2.3,15.8,,9.18,24,1.0,0.5,0.3,0.0,2.1
1234,Anthony Cook,PF,Arizona,,133,86,30.4,4.7,8.2,.575,5.5,9.4,.588,0.0,0.0,.000,2.5,3.9,.645,,,6.5,0.4,0.7,2.1,1.4,1.9,12.0,,7.38,58,5.6,0.4,0.6,1.2,5.3
1235,John Morton,SG,Seton Hall,,131,107,26.2,4.1,9.1,.453,3.7,7.8,.473,0.9,2.2,.391,3.5,4.5,.771,,,2.4,3.5,1.6,0.4,3.0,2.7,12.4,,6.61,37,0.9,1.8,0.5,0.1,3.9
1236,Kenny Battle,SG,Illinois,,69,66,30.9,6.0,10.2,.591,5.9,9.9,.594,0.1,0.3,.500,4.0,5.5,.720,,,5.2,1.7,2.3,0.3,1.9,2.3,16.1,,,59,2.1,0.6,0.6,0.2,4.1
1237,Sherman Douglas,PG,Syracuse,,138,110,29.6,5.8,10.7,.538,6.0,10.6,.568,0.6,1.9,.332,2.9,4.1,.695,,,2.2,7.0,1.7,0.1,3.0,1.7,14.9,,8.16,81,2.5,7.6,1.8,0.1,14.3
1238,Dyron Nix,SF,Tennessee,,113,97,33.1,6.3,12.3,.515,6.9,12.8,.537,0.4,1.3,.348,3.6,5.2,.707,,,8.4,0.9,1.2,1.3,2.4,2.7,16.6,,7.53,20,1.3,0.3,0.2,0.1,2.0
1239,Frank Kornet,PF,Vanderbilt,,117,,20.6,3.2,6.0,.534,3.5,6.5,.543,0.0,0.1,.333,1.5,2.4,.642,,,4.5,0.8,0.6,0.2,1.1,2.0,8.0,,8.51,57,1.2,0.4,0.2,0.1,2.0
1240,Jeff Martin,SG,Murray State,,117,115,35.7,7.9,15.2,.522,8.0,14.6,.545,1.1,2.5,.449,4.6,6.0,.766,,,5.7,1.8,1.1,1.1,2.4,2.3,21.2,,-1.48,69,2.3,0.6,0.6,0.2,6.3
1241,Stanley Brundy,SF,DePaul,,112,37,25.0,5.5,8.7,.627,6.3,9.9,.635,0.0,0.0,,1.4,2.8,.490,,,7.5,1.0,1.5,1.1,1.3,2.6,12.3,,4.65,16,1.6,0.2,0.4,0.3,2.3
1242,Jay Edwards,SG,Indiana,,57,48,30.2,5.8,12.6,.465,3.4,7.5,.454,2.5,5.1,.481,4.1,4.8,.847,,,3.5,3.5,1.0,0.6,2.6,2.6,18.2,,11.25,4,0.5,1.0,0.3,0.0,1.8
1243,Gary Leonard,C,Missouri,,132,68,16.8,2.6,4.7,.560,2.8,4.9,.585,0.0,0.0,,1.2,2.3,.516,,,4.0,0.7,0.3,0.7,1.4,1.9,6.4,,8.64,22,1.2,0.0,0.1,0.4,1.5
1244,Pat Durham,SF,Colorado State,,125,17,32.8,5.6,11.0,.515,6.6,12.5,.527,0.0,0.1,.111,4.6,6.5,.697,,,6.8,1.5,1.0,1.4,2.5,2.5,15.8,,3.38,5,2.8,0.8,0.2,0.2,4.2
1245,Clifford Robinson,PF,UConn,,109,18,28.0,5.7,12.7,.452,6.8,14.7,.466,0.1,0.4,.333,3.7,5.8,.641,,,6.1,1.2,1.0,1.1,2.4,3.2,15.3,,5.82,82,3.8,0.9,0.6,0.6,9.1
1246,Michael Ansley,SF,Alabama,,128,98,29.2,5.5,9.5,.577,6.5,11.3,.575,0.0,0.1,.200,2.6,3.7,.713,,,7.6,0.6,0.5,0.1,1.8,2.8,13.7,,7.06,72,5.0,0.6,0.3,0.2,8.7
1247,Doug West,SG,Villanova,,138,,32.1,5.6,11.6,.486,4.7,9.2,.512,1.4,3.6,.394,2.4,3.4,.716,,,4.6,1.9,0.9,0.4,2.2,3.0,14.8,,8.02,52,1.3,0.3,0.2,0.1,2.6
1248,Ed Horton,PF,Iowa,,132,83,22.3,4.2,8.2,.516,5.0,9.5,.529,0.0,0.1,.125,1.9,3.4,.555,,,6.6,1.5,0.6,0.3,2.4,2.9,10.4,,9.18,45,2.4,0.4,0.2,0.1,4.5
1249,Doug Roth,C,Tennessee,,114,81,23.2,3.2,6.9,.471,3.4,7.0,.492,0.3,0.8,.400,0.9,1.3,.634,,,5.6,1.2,0.5,1.3,1.4,2.6,7.6,,7.53,42,2.9,0.5,0.2,0.3,1.9
1250,Chucky Brown,SF,NC State,,128,73,23.5,4.3,7.8,.557,5.3,9.2,.574,0.1,0.3,.250,1.9,2.8,.667,,,5.3,0.7,0.5,0.5,1.1,1.6,10.6,,8.04,75,3.1,0.7,0.4,0.3,7.3
1251,Scott Haffner,PG,Evansville,,87,58,36.2,6.6,13.6,.483,3.8,7.1,.532,2.8,6.5,.431,3.4,3.9,.887,,,3.7,4.4,1.2,0.3,2.2,2.8,19.4,,,43,1.2,1.9,0.3,0.0,4.6
1252,Ricky Blanton,SF,LSU,,129,,27.6,4.5,8.5,.532,6.5,12.2,.530,0.7,1.8,.411,2.3,3.1,.729,,,5.9,2.4,0.8,0.1,1.8,2.0,11.6,,8.59,2,1.5,0.5,1.0,0.0,3.0
1253,Haywoode Workman,PG,Oral Roberts,,85,82,35.9,6.3,14.8,.425,5.2,11.2,.461,1.1,3.6,.310,4.0,5.1,.788,,,5.2,4.4,2.9,0.1,2.7,3.0,17.7,,1.92,6,0.5,0.3,0.5,0.0,1.0
1254,Brian Quinnett,SG,Washington State,,112,49,28.8,5.2,10.8,.486,6.1,11.9,.510,1.0,2.6,.380,1.6,2.3,.697,,,4.8,1.4,0.6,0.4,1.4,2.4,12.6,,4.89,31,0.9,0.4,0.1,0.1,1.3
1255,Mike Morrison,SG,Loyola (MD),,105,39,26.0,6.0,13.0,.457,5.5,11.2,.495,1.3,3.8,.349,3.2,4.3,.735,,,3.5,1.9,0.9,0.3,2.2,2.1,16.2,,-10.03,36,0.6,0.3,0.1,0.0,2.0
1256,Danny Manning,PF,Kansas,,147,146,33.7,8.3,13.9,.593,9.7,16.0,.605,0.1,0.4,.345,3.5,4.7,.740,,,8.1,2.3,1.7,1.4,2.7,3.2,20.1,,8.80,26,6.6,3.1,1.7,1.0,16.7
1257,Rik Smits,C,Marist,,107,48,29.4,7.1,11.6,.609,8.5,13.7,.619,0.0,0.0,.000,4.0,5.8,.693,,,7.6,0.4,0.4,3.2,2.3,2.4,18.2,,-9.08,82,6.1,0.9,0.5,1.8,11.7
1258,Charles Smith,PF,Pitt,,122,122,33.6,5.8,11.6,.500,6.1,10.8,.559,0.0,0.2,.273,5.1,6.8,.753,,,8.1,1.4,0.9,2.8,2.0,3.0,16.8,,6.89,71,6.5,1.5,1.0,1.3,16.3
1259,Chris Morris,SF,Auburn,,128,64,31.7,5.4,10.8,.501,6.0,11.2,.542,0.7,2.0,.339,2.2,3.1,.712,,,6.7,2.2,1.5,1.1,2.2,2.7,13.4,,8.94,76,5.2,1.6,1.3,0.8,14.1
1260,Mitch Richmond,SG,Kansas State,,64,28,33.8,7.3,15.2,.483,6.0,12.0,.502,1.3,3.2,.413,4.8,6.2,.770,,,6.0,3.2,1.0,0.4,3.1,2.4,20.7,,8.65,79,5.9,4.2,1.0,0.2,22.0
1261,Hersey Hawkins,SG,Bradley,,125,125,37.7,8.8,16.3,.539,9.2,15.8,.585,2.0,5.4,.362,5.5,6.8,.806,,,6.5,3.2,2.1,0.6,2.4,2.5,24.1,,2.85,79,2.8,3.0,1.5,0.5,15.1
1262,Tim Perry,C,Temple,,130,130,31.5,4.3,7.8,.544,4.2,7.7,.537,0.0,0.0,,2.0,3.3,.605,,,7.6,0.3,0.6,3.0,1.2,2.1,10.5,,1.57,62,2.1,0.3,0.3,0.5,4.1
1263,Rex Chapman,SG,Kentucky,,61,59,33.9,6.6,14.0,.475,4.4,8.5,.523,2.2,5.5,.400,2.1,2.8,.771,,,2.6,3.6,1.5,0.5,2.5,1.9,17.6,,9.74,75,2.5,2.3,0.9,0.3,16.9
1264,Rony Seikaly,C,Syracuse,,136,133,27.9,4.8,8.6,.560,5.9,10.5,.568,0.0,0.0,.000,3.0,5.3,.576,,,8.0,0.6,0.6,2.3,2.0,3.3,12.6,,7.61,78,7.0,0.7,0.6,1.2,10.9
1265,Willie Anderson,SF,Georgia,,107,29,26.0,5.1,10.2,.501,6.0,11.5,.525,0.5,1.7,.324,2.1,2.6,.784,,,3.9,3.1,1.3,1.1,2.8,2.4,12.6,,7.91,81,5.1,4.6,1.9,0.8,18.6
1266,Will Perdue,C,Vanderbilt,,104,0,22.5,5.0,8.2,.606,7.2,11.7,.616,0.0,0.0,,2.3,3.8,.620,,,6.8,1.3,0.3,1.6,1.5,2.3,12.3,,8.53,30,1.5,0.4,0.1,0.2,2.2
1267,Harvey Grant,PF,Oklahoma,,73,34,34.3,7.9,14.6,.542,7.9,14.4,.547,0.0,0.2,.200,3.2,4.4,.730,,,9.6,1.3,1.2,0.8,1.4,2.7,19.1,,,71,2.3,1.1,0.5,0.4,5.6
1268,Jeff Grayer,SG,Iowa State,,125,124,35.5,7.8,14.8,.526,8.7,16.4,.531,0.5,1.4,.329,4.2,6.1,.686,,,7.3,2.0,1.6,0.5,2.0,2.6,20.0,,7.37,11,3.2,2.0,0.9,0.1,7.4
1269,Dan Majerle,SG,Central Michigan,,94,49,36.0,8.4,15.7,.536,7.7,14.0,.549,0.9,2.0,.431,4.4,7.0,.631,,,8.9,2.2,1.7,1.0,1.3,2.4,21.8,,-0.50,54,3.9,2.4,1.2,0.3,8.6
1270,Gary Grant,PG,Michigan,,129,128,32.9,6.9,13.1,.528,7.2,13.2,.547,1.2,2.5,.461,2.7,3.5,.790,,,3.5,5.7,2.3,0.2,3.3,2.4,17.2,,9.00,71,3.4,7.1,2.0,0.1,11.9
1271,Derrick Chievous,SF,Missouri,,130,118,32.8,6.9,13.2,.522,7.7,14.6,.529,0.5,1.0,.455,5.9,7.4,.793,,,7.5,1.6,1.2,0.1,2.4,2.3,19.8,,7.43,81,3.2,1.0,0.6,0.1,9.3
1272,Eric Leckner,C,Wyoming,,131,,29.1,5.7,9.4,.612,6.5,10.2,.636,0.0,0.0,,3.3,4.8,.681,,,5.9,0.4,0.5,1.3,2.1,3.2,14.8,,2.68,75,2.7,0.2,0.1,0.3,4.3
1273,Ricky Berry,SG,San Jose State,,84,23,33.6,7.4,15.5,.476,6.3,13.0,.483,1.6,3.7,.432,5.0,6.0,.821,,,5.6,3.2,1.0,0.3,,3.5,20.8,,,64,3.1,1.3,0.6,0.3,11.0
1274,Rod Strickland,PG,DePaul,,87,50,33.1,6.6,12.3,.534,6.5,11.5,.562,0.6,1.2,.464,3.1,5.0,.626,,,3.4,6.4,2.3,0.2,2.9,2.1,16.6,,4.45,81,2.0,3.9,1.2,0.0,8.9
1275,Kevin Edwards,SG,DePaul,,61,30,33.8,6.6,12.4,.534,6.0,10.9,.547,0.7,1.5,.446,2.4,3.0,.793,,,5.1,3.5,2.2,0.4,1.9,1.9,16.3,,2.96,79,3.3,4.4,1.8,0.3,13.8
